data,Saldo diário de depósitos de poupança - SBPE e rural
2022-03-29,998108124.79
2022-03-30,1000093544.13
2022-03-31,1006168119.7
2022-04-01,1009079729.67
2022-04-04,1007518110.27
2022-04-05,1009870803.94
2022-04-06,1013653236.91
2022-04-07,1013976303.09
2022-04-08,1012071264.2
2022-04-11,1005084923.85
2022-04-12,1004026407.64
2022-04-13,1003191817.98
2022-04-14,1003712237.83
2022-04-18,998376441.14
2022-04-19,997204803.39
2022-04-20,998935125.89
2022-04-22,996972164.96
2022-04-25,994483023.79
2022-04-26,994186411.44
2022-04-27,994509379.22
2022-04-28,995497015.68
2022-04-29,1002013160.09
2022-05-02,1004098272.11
2022-05-03,1006083437.72
2022-05-04,1011048576.68
2022-05-05,1013183238.17
2022-05-06,1018888915.71
2022-05-09,1012227811.7
2022-05-10,1008935474.72
2022-05-11,1009402631.56
2022-05-12,1007869361.73
2022-05-13,1007601623.78
2022-05-16,1005198557.49
2022-05-17,1003591712.15
2022-05-18,1009047437.57
2022-05-19,1007809723.49
2022-05-20,1006821928.38
2022-05-23,1004969096.62
2022-05-24,1003700646.19
2022-05-25,1005132531.63
2022-05-26,1004645059.22
2022-05-27,1005420528.05
2022-05-30,1006170927.19
2022-05-31,1011083060.44
2022-06-01,1015754611.95
2022-06-02,1017693494.82
2022-06-03,1022066793.1
2022-06-06,1023011183.8
2022-06-07,1025244881.79
2022-06-08,1024395528.03
2022-06-09,1022254603.22
2022-06-10,1019652356.04
2022-06-13,1015263916.03
2022-06-14,1014192556.27
2022-06-15,1015494684.46
2022-06-17,1012973406.26
2022-06-20,1009554900.94
2022-06-21,1008482241.3
2022-06-22,1007620979.72
2022-06-23,1007044887.41
2022-06-24,1007907340.06
2022-06-27,1004679987.85
2022-06-28,1004359940.53
2022-06-29,1006042268.97
2022-06-30,1013636514.03
2022-07-01,1017037098.7
2022-07-04,1015722059.9
2022-07-05,1017880208.14
2022-07-06,1021350583.6
2022-07-07,1022478243.16
2022-07-08,1021018388.87
2022-07-11,1014533662.33
2022-07-12,1012872683.25
2022-07-13,1011901808.22
2022-07-14,1010608160.46
2022-07-15,1010072537.46
2022-07-18,1006485511.68
2022-07-19,1005248343.48
2022-07-20,1004520315.54
2022-07-21,1003608425.27
2022-07-22,1002832885.14
2022-07-25,999839650.93
2022-07-26,999381845.14
2022-07-27,999336480.6
2022-07-28,1000659646.12
2022-07-29,1007237457.49
2022-08-01,1007010896.09
2022-08-02,1007990663.26
2022-08-03,1010265062.25
2022-08-04,1010405698.47
2022-08-05,1015557307.47
2022-08-08,1009869034.25
2022-08-09,1008953554.81
2022-08-10,1006486869.2
2022-08-11,1005468070.84
2022-08-12,1003196162.97
2022-08-15,1000289224.88
2022-08-16,999542513.3
2022-08-17,997226791.61
2022-08-18,996104667.57
2022-08-19,996159151.04
2022-08-22,992325909.43
2022-08-23,990753995.08
2022-08-24,989834333.14
2022-08-25,987794091.74
2022-08-26,987476325.37
2022-08-29,984789605.09
2022-08-30,986686713.31
2022-08-31,991812714.66
2022-09-01,994602006.29
2022-09-02,996146035.07
2022-09-05,995248883.83
2022-09-06,999873074.67
2022-09-08,999240394.04
2022-09-09,998051007.15
2022-09-12,992134257.05
2022-09-13,991388552.4
2022-09-14,990476291.25
2022-09-15,989881737.5
2022-09-16,988691530.83
2022-09-19,985610631.58
2022-09-20,986042841.43
2022-09-21,985976381.98
2022-09-22,985597266.65
2022-09-23,985266801.75
2022-09-26,983048628.55
2022-09-27,983273110.4
2022-09-28,983909138.68
2022-09-29,985548652.29
2022-09-30,992437414.44
2022-10-03,992011838.9
2022-10-04,992992196.45
2022-10-05,995877561.97
2022-10-06,999737301.37
2022-10-07,1001260026.4
2022-10-10,994160979.79
2022-10-11,993499786.02
2022-10-13,991686438.25
2022-10-14,992146488.13
2022-10-17,988538577.24
2022-10-18,989011466.89
2022-10-19,987883265.5
2022-10-20,987977386.69
2022-10-21,987556289.29
2022-10-24,985250199.36
2022-10-25,984477769.46
2022-10-26,983587481.76
2022-10-27,983950469.14
2022-10-28,986316936.3
2022-10-31,987712829.95
2022-11-01,990448344.72
2022-11-03,991596939.19
2022-11-04,996753241.45
2022-11-07,996232000.44
2022-11-08,996452099.83
2022-11-09,994017050.47
2022-11-10,990857448.19
2022-11-11,990023462.53
2022-11-14,986874025.05
2022-11-16,984032105.04
2022-11-17,982811279.24
2022-11-18,982914952.55
2022-11-21,979894136.35
2022-11-22,979026405.16
2022-11-23,978176871.18
2022-11-24,978285504.41
2022-11-25,977639025.92
2022-11-28,975228008.27
2022-11-29,976861318.38
2022-11-30,986459870.79
2022-12-01,989460877.93
2022-12-02,992657705.29
2022-12-05,991221702.64
2022-12-06,992638492.68
2022-12-07,994259287.12
2022-12-08,995103467.52
2022-12-09,994630276.1
2022-12-12,989521018.57
2022-12-13,988990854.7
2022-12-14,988842950.4
2022-12-15,989707581.52
2022-12-16,991013274.5
2022-12-19,988147050.73
2022-12-20,993844046.29
2022-12-21,994360481.56
2022-12-22,994773972.45
2022-12-23,995502388.12
2022-12-26,992483313.84
2022-12-27,992342292.65
2022-12-28,992798361.39
2022-12-29,996341081.31
2022-12-30,998943311.86
2023-01-02,995305005.01
2023-01-03,995657081.9
2023-01-04,997035186.53
2023-01-05,997674092.4
2023-01-06,1001415585.48
2023-01-09,994486418.95
2023-01-10,990219811.09
2023-01-11,988007925.14
2023-01-12,985968315.64
2023-01-13,985146401.74
2023-01-16,979604169.6
2023-01-17,977788211.1
2023-01-18,976660316.01
2023-01-19,975713653.73
2023-01-20,974978698.17
2023-01-23,971183715.47
2023-01-24,970058632.25
2023-01-25,969479196.71
2023-01-26,968747958.6
2023-01-27,968961829.33
2023-01-30,967534692.59
2023-01-31,972638346.42
2023-02-01,974595436.54
2023-02-02,975698557.48
2023-02-03,978922574.57
2023-02-06,978656992.13
2023-02-07,979676534.04
2023-02-08,977065910.95
2023-02-09,974869949.55
2023-02-10,971890514.7
2023-02-13,968137653.68
2023-02-14,967251104.81
2023-02-15,968782914.65
2023-02-16,967511705.15
2023-02-17,968815117.35
2023-02-22,963563089.73
2023-02-23,963319320.98
2023-02-24,964075327.03
2023-02-27,961948498.49
2023-02-28,968039643.5
2023-03-01,971524334.69
2023-03-02,972791945.12
2023-03-03,976600792.56
2023-03-06,977012638.58
2023-03-07,978201849.06
2023-03-08,976083971.49
2023-03-09,974165052.26
2023-03-10,971664534.28
2023-03-13,968396856.42
2023-03-14,967299057.91
2023-03-15,968805087.45
2023-03-16,967351404.53
2023-03-17,966101065.49
2023-03-20,963274724.6
2023-03-21,962435107.29
2023-03-22,961620088.26
2023-03-23,960649985.19
2023-03-24,960857831.34
2023-03-27,958020903.33
2023-03-28,957993350.56
2023-03-29,958274126.48
2023-03-30,961087892.99
2023-03-31,967495391.7
2023-04-03,967109372.25
2023-04-04,968274045.44
2023-04-05,971130010.58
2023-04-06,976521135.78
2023-04-10,969502149.41
2023-04-11,967754080.91
2023-04-12,966387608.96
2023-04-13,965203865.09
2023-04-14,965975223.11
2023-04-17,964766368.29
2023-04-18,963216094.76
2023-04-19,962316935.04
2023-04-20,962041728.6
2023-04-24,958528341.76
2023-04-25,958119842.91
2023-04-26,958311439.63
2023-04-27,959838940.72
2023-04-28,967530796.17
2023-05-02,966122243.67
2023-05-03,967119112.79
2023-05-04,969658026.25
2023-05-05,975164307.67
2023-05-08,972003043.06
2023-05-09,969925648.06
2023-05-10,966752461.82
2023-05-11,965388920.5
2023-05-12,964376292.18
2023-05-15,963059551.73
2023-05-16,961914408.27
2023-05-17,960237611.32
2023-05-18,959622858.62
2023-05-19,959846423.37
2023-05-22,955835904.95
2023-05-23,952521056.15
2023-05-24,953827151.08
2023-05-25,954008492.91
2023-05-26,954931703.58
2023-05-29,952639853.63
2023-05-30,955475356.75
2023-05-31,961488930.8
2023-06-01,965054063.6
2023-06-02,969251085.51
2023-06-05,968772409.74
2023-06-06,973889955.97
2023-06-07,976622206.28
2023-06-09,973200308.76
2023-06-12,967029882.58
2023-06-13,965906060.93
2023-06-14,965002826.2
2023-06-15,966965244.45
2023-06-16,965917597.42
2023-06-19,962459837.96
2023-06-20,961940000.93
2023-06-21,961108602.03
2023-06-22,960426092.85
2023-06-23,960551754.56
2023-06-26,958067380.46
2023-06-27,958510949.53
2023-06-28,959245887.73
2023-06-29,961357407.12
2023-06-30,970362982.7
2023-07-03,972188873.54
2023-07-04,974823324.12
2023-07-05,978574327.88
2023-07-06,984089129.11
2023-07-07,987022750.5
2023-07-10,979279436.39
2023-07-11,978097555.94
2023-07-12,976896204.45
2023-07-13,976010897.55
2023-07-14,976296003.62
2023-07-17,974062723.12
2023-07-18,973092025.55
2023-07-19,972076474.32
2023-07-20,971443809.89
2023-07-21,970686749.99
2023-07-24,967172479.3
2023-07-25,966604438.33
2023-07-26,966635523.71
2023-07-27,966777889.73
2023-07-28,969943444.95
2023-07-31,972934214.99
2023-08-01,975867602.95
2023-08-02,977326318.03
2023-08-03,980067310.19
2023-08-04,986071165.36
2023-08-07,983440545.76
2023-08-08,981099182.0
2023-08-09,979200507.79
2023-08-10,976225477.73
2023-08-11,975182482.12
2023-08-14,971584143.14
2023-08-15,970613040.56
2023-08-16,969397537.7
2023-08-17,967986795.44
2023-08-18,968651749.22
2023-08-21,964918591.56
2023-08-22,963924426.65
2023-08-23,963094216.91
2023-08-24,962363811.79
2023-08-25,962818660.86
2023-08-28,960224737.93
2023-08-29,960085286.02
2023-08-30,962344544.68
2023-08-31,969126057.65
2023-09-01,960488996.48
2023-09-04,959228553.73
2023-09-05,961799307.5
2023-09-06,966673686.63
2023-09-08,966079822.43
2023-09-11,958864545.11
2023-09-12,957751948.09
2023-09-13,967726884.02
2023-09-14,966534126.02
2023-09-15,967613681.66
2023-09-18,964253752.78
2023-09-19,963513196.7
2023-09-20,963215263.88
2023-09-21,962439765.33
2023-09-22,962028314.02
2023-09-25,959650758.01
2023-09-26,959741733.8
2023-09-27,960427314.58
2023-09-28,961601137.17
2023-09-29,968327602.43
2023-10-02,968395386.0
2023-10-03,969679393.0
2023-10-04,970547314.0
2023-10-05,972774238.0
2023-10-06,978183886.0
2023-10-09,972171798.0
2023-10-10,969024889.0
2023-10-11,968377398.0
2023-10-13,966798820.0
2023-10-16,962978014.0
2023-10-17,961553548.0
2023-10-18,961374360.0
2023-10-19,960778461.0
2023-10-20,960531068.0
2023-10-23,957164183.0
2023-10-24,956470958.0
2023-10-25,956311296.0
2023-10-26,956402330.0
2023-10-27,959252029.0
2023-10-30,957558812.0
2023-10-31,961763556.0
2023-11-01,966638868.0
2023-11-03,967886454.0
2023-11-06,965975022.0
2023-11-07,969827157.0
2023-11-08,970433026.0
2023-11-09,968537965.0
2023-11-10,965894554.0
2023-11-13,961904753.0
2023-11-14,962216632.0
2023-11-16,959740573.0
2023-11-17,960154066.0
2023-11-20,958253852.0
2023-11-21,956539237.0
2023-11-22,955804971.0
2023-11-23,954959418.0
2023-11-24,955338700.0
2023-11-27,952177918.0
2023-11-28,952406512.0
2023-11-29,954087096.0
2023-11-30,963865434.0
2023-12-01,969199755.0
2023-12-04,967830227.0
2023-12-05,970734152.0
2023-12-06,975709688.0
2023-12-07,977643575.0
2023-12-08,977030618.0
2023-12-11,970643513.0
2023-12-12,970094420.0
2023-12-13,969706175.0
2023-12-14,969692293.0
2023-12-15,972123393.0
2023-12-18,969219148.0
2023-12-19,969825621.0
2023-12-20,975649665.0
2023-12-21,977039472.0
2023-12-22,980151687.0
2023-12-26,975194264.0
2023-12-27,975870575.0
2023-12-28,980466027.0
2023-12-29,983033905.0
2024-01-02,980421390.0
2024-01-03,981114084.0
2024-01-04,983372357.0
2024-01-05,988140348.0
2024-01-08,984641624.0
2024-01-09,982197254.0
2024-01-10,978452341.0
2024-01-11,976870262.0
2024-01-12,975692869.0
2024-01-15,971614371.0
2024-01-16,970608696.0
2024-01-17,969038050.0
2024-01-18,968748234.0
2024-01-19,969014068.0
2024-01-22,965200348.0
2024-01-23,964370483.0
2024-01-24,963655325.0
2024-01-25,963530259.0
2024-01-26,963681137.0
2024-01-29,960942352.0
2024-01-30,962733858.0
2024-01-31,968071088.0
2024-02-01,971098801.0
2024-02-02,974325735.0
2024-02-05,972745954.0
2024-02-06,976749079.0
2024-02-07,977983075.0
2024-02-08,975783814.0
2024-02-09,975347900.0
2024-02-14,967280206.0
2024-02-15,967596869.0
2024-02-16,967690908.0
2024-02-19,963821245.0
2024-02-20,963537222.0
2024-02-21,963162272.0
2024-02-22,962683400.0
2024-02-23,963486722.0
2024-02-26,960405139.0
2024-02-27,960973488.0
2024-02-28,962513533.0
2024-02-29,969557917.0
2024-03-01,974491611.0
2024-03-04,972566727.0
2024-03-05,975154801.0
2024-03-06,979685175.0
2024-03-07,981245983.0
2024-03-08,979975138.0
2024-03-11,972943453.0
2024-03-12,971841863.0
2024-03-13,970781594.0
2024-03-14,969875767.0
2024-03-15,971959711.0
2024-03-18,968269670.0
2024-03-19,967477774.0
2024-03-20,966947799.0
2024-03-21,966440820.0
2024-03-22,966994625.0
2024-03-25,964175694.0
2024-03-26,964804550.0
2024-03-27,968489787.0
2024-03-28,975769979.0
2024-04-01,974942303.0
2024-04-02,976374310.0
2024-04-03,978829611.0
2024-04-04,981335138.0
2024-04-05,987880052.0
2024-04-08,982005290.0
2024-04-09,980099668.0
2024-04-10,977161853.0
2024-04-11,976087671.0
2024-04-12,975433198.0
2024-04-15,974892295.0
2024-04-16,973523379.0
2024-04-17,973206813.0
2024-04-18,972454395.0
2024-04-19,973073099.0
2024-04-22,969678424.0
2024-04-23,968947480.0
2024-04-24,969898570.0
2024-04-25,970562541.0
2024-04-26,972275638.0
2024-04-29,971342455.0
2024-04-30,979827114.0
2024-05-02,983280244.0
2024-05-03,988667064.0
2024-05-06,987908457.0
2024-05-07,993496270.0
2024-05-08,995753353.0
2024-05-09,993835169.0
2024-05-10,991246065.0
2024-05-13,987010908.0
2024-05-14,986067454.0
2024-05-15,989354886.0
2024-05-16,988109803.0
2024-05-17,988073056.0
2024-05-20,985140600.0
2024-05-21,984369478.0
2024-05-22,983647118.0
2024-05-23,982726425.0
2024-05-24,985179654.0
2024-05-27,982797002.0
2024-05-28,983868211.0
2024-05-29,989167308.0
2024-05-31,993273161.0
2024-06-03,995213966.0
2024-06-04,997886053.0
2024-06-05,1002240536.0
2024-06-06,1008196671.0
2024-06-07,1011481324.0
2024-06-10,1004140750.0
2024-06-11,1003112128.0
2024-06-12,1002421398.0
2024-06-13,1001667938.0
2024-06-14,1002361277.0
2024-06-17,1001365901.0
2024-06-18,1000407048.0
2024-06-19,999886199.0
2024-06-20,1000064777.0
2024-06-21,1000055087.0
2024-06-24,998933192.0
2024-06-25,999025650.0
2024-06-26,999618775.0
2024-06-27,1001641758.0
2024-06-28,1011458310.0
2024-07-01,1013220755.0
2024-07-02,1014890767.0
2024-07-03,1017639206.0
2024-07-04,1020071909.0
2024-07-05,1027100158.0
2024-07-08,1022163922.0
2024-07-09,1019991454.0
2024-07-10,1016835358.0
2024-07-11,1015757750.0
2024-07-12,1015356310.0
2024-07-15,1014653642.0
2024-07-16,1013228335.0
2024-07-17,1011824763.0
2024-07-18,1011433387.0
2024-07-19,1012336796.0
2024-07-22,1008487292.0
2024-07-23,1007690828.0
2024-07-24,1007214078.0
2024-07-25,1007614910.0
2024-07-26,1008470234.0
2024-07-29,1006037586.0
2024-07-30,1008715198.0
2024-07-31,1015955037.0
2024-08-01,1018967933.0
2024-08-02,1022521698.0
2024-08-05,1021384851.0
2024-08-06,1025510460.0
2024-08-07,1026957560.0
2024-08-08,1024792664.0
2024-08-09,1024098625.0
2024-08-12,1017289814.0
2024-08-13,1016250388.0
2024-08-14,1015440062.0
2024-08-15,1017620565.0
2024-08-16,1016315180.0
2024-08-19,1012773279.0
2024-08-20,1012253517.0
2024-08-21,1011680715.0
2024-08-22,1011249093.0
2024-08-23,1011206901.0
2024-08-26,1008759522.0
2024-08-27,1009293764.0
2024-08-28,1010106840.0
2024-08-29,1011888758.0
2024-08-30,1020996895.0
2024-09-02,1020662542.0
2024-09-03,1021972387.0
2024-09-04,1024510547.0
2024-09-05,1026842575.0
2024-09-06,1032130940.0
2024-09-09,1026212164.0
2024-09-10,1022663681.0
2024-09-11,1021545324.0
2024-09-12,1020280194.0
2024-09-13,1020468476.0
2024-09-16,1016135766.0
2024-09-17,1015837209.0
2024-09-18,1015084433.0
2024-09-19,1014459253.0
2024-09-20,1014845460.0
2024-09-23,1011378550.0
2024-09-24,1012041467.0
2024-09-25,1012070776.0
2024-09-26,1012619932.0
2024-09-27,1015690854.0
2024-09-30,1019336710.0
2024-10-01,1021732775.0
2024-10-02,1023809703.0
2024-10-03,1026079215.0
2024-10-04,1033411201.0
2024-10-07,1030931561.0
2024-10-08,1028580000.0
2024-10-09,1026735573.0
2024-10-10,1023887510.0
2024-10-11,1022956797.0
2024-10-14,1019264446.0
2024-10-15,1018344853.0
